name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
Dewi Annisa Mamaraffiyya,"A good and sturdy bridge and a bridge that can make people healthy, a bridge that connects Tenggarong city directly to Kumala Island by crossing on foot so that tourists can enjoy the beauty of Tenggarong city and can see the Mahakam river directly via this repo-repo bridge. Repo repo in Kutai language means key / padlock where you can put a love lock there, let's explore the city of Tenggarong and you have to stop by this repo repo bridge to continue exploring Kumala Island. Don't forget to bring a love padlock for young couples who want to immortalize their love on this bridge.","Local Guide · 95 reviews · 1,531 photos",Edited 5 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CQPKNb7rPRspYCJWMph1PIdABb4Zad3EkM9crx7rFQ6k8V9L07cW1uv5gTp9DEsSS1xV80sKDBZNI6TZhxcbEzohPyVfkOf9x5C1JiT7OpIt6E3EQpCJIe1ifD_6JoIN8-YWOhAg=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BFVjyZN0FEtnz29hERrpz--_8y-zKIW7Qgl2Ar90Lkc9Epn68pR5VOW8Yanda56sjBRoMB9eH0ly0o_fGp-S3BV_HUxrQ2zVeNq5QkSc29mgxUTjLOEapN3FEt2MyGQ1u7bl2S=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BcjqolaY45zDMczt4tdPGaWj7JM_xayDNFFTns8qsoCouuuBSIet-iQ83Qd7BqkiMyvymK6oRKbCJSULLqSqSpmBOzj7sep1OGEBWdpbmpXTh1CcLriIwT0Q2bG4u4UhMAmyerRQ=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CtWFQFOuEGArVjSMv7zYzccK4Zc9vo7B9Nj76SXINCHDXwHhlpcx4a-pwtAOh8uQMeab9lHtvBeE3a8rzzORmrRYK86wlAjBIbI-9a3ANfR5xqOU8NNKGh3qN7LDCbvcv_0Bgb=w300-h225-p']",5 stars,5
firmansyah zeppy,"Great,,,, look after and maintain development assets for tourism and cultural identity, the bridge is an asset of pride for the people of the district. Tenggarong",Local Guide · 80 reviews · 811 photos,a year ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90D7FeRrWz4vaLrOL_KObWrYWsVHNZx23lv5etDRllRqOlv8SZn8MtVq6joE48iekMRquuSKbVppjzu5ksARGTJbx_Q_W_jnQmT2ZdOE1iXOnEF5kYqml1zdI-Ap_KM0fhcirCHV=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BaZUr3jSRmvDBepXTuh3xB6adpqIKKH_7qBgXbMS7t5FJrVjs0nnsJJLo0Mhp3xm84q8SgeawLZNSNDfEWxA-npKdPW0laI0364jSkoRyT_OZFRTWb5F00JlEXxgZdD2haMzae=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BfzBSTcmWhINkA25zMbchFvSBU7kJnyDnaArZNX2zTNlX2-s1VevL7_KFfyRtXPpnkg7bItcFxer3wSJr-jIHv7ZNWK2BFadOEdOtGmS3SCgc2DnKiY3unRJ7NFMpQZFxx6phV=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BKe0NoQftD0U1THKjczvulWcNQR2N8RW89AK02CEF0abY7jIykO7l5rbwh1b3jRvPF1hX3Ch5vRhVkiwXEA0jTG_5WeCUabAAlZLuIIfpApR5wRSdNnW4OirpyJ9yoodlqT70=w300-h225-p']",5 stars,5
budi setyawan,"A cool place for natural tourism. Cheap entrance tickets. To get to Kumala Island you have to cross the bridge. Where on the left and right side of the fence there are padlocks installed. Usually young couples put a padlock on the fence as a manifestation of their love which will be as faithful as a pair of locks. Enjoy traveling around Kumala Island in the middle of the Mahakam river by renting an electric bicycle. Quite satisfied walking around. However, there are several locations that are poorly maintained. But it's worth it. If you are hungry and thirsty. In the Kumala Island area there are many food and snack stalls. So let's vacation..",Local Guide · 52 reviews · 96 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CEkXxBDLgOBVe1bJ5wcdXBggksZeq2DWThF9bZmZgp9QtkqXvrs049iwSEroaDpZa_ePx9_Qy7S3YU5nvq8ARii6ApxJdfW6voK7ISqbX84oz9SniSWT7SlrWlVOhe7OudLG1a=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AQq1h20utkYrpwxdnfKkOiof7W_2G3opB2NAjfDmzMuZTDYRQ_-g1Zi9UhINLNuVVbwHe2KG6i8TI5QUuWsM3o97xcgey5VrNOdtRTRTlveAPj28UCPAhWMuzKqK6bqlrstYDo1w=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CD_4d51pqhWx8pzra7dJaX5-yTWfMu5SLvNJ4fwTgdyMhkbIxzEoeSfHYv7cW-ui-84MPe-AcD0BJgV0NxaxyF1HlguJCAoeimWNOIKeYCGWs6Nzxn_n1aMxwkCDVozRpxfNuK=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AHc_t-QtNCPCt4slqEb-Y-bmqmEtjyS96IVgz7xLUTeZjdIRKjQw7uSqhz-PNQPkzZK3M5NRJRByhFeL0r5zp-dBeVObOLfUR6uoeJdFQ_xPEZ7X5Q6_nIJrCQDHuk1R6EuAIy=w300-h225-p']",5 stars,5
Erik Nawaca Harahap,"The bridge is nice but it is closed at night, but you can hang out and drink coffee on the edge of the Mahakam River and you can also go fishing...this bridge can also be used to go to the island.",Local Guide · 53 reviews · 139 photos,a year ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DGfOffyB2tuGgutSiGPSXEMJu91EkBhCyRVDRy58CAr-1GdfoiumhN5jrku7kszeViri-Xlvgj7aSFJd3nGfwOfq91-9Rzu3LMUr2ZteXlvBjbjXqM5yz5fWJ6handHY5byoW7=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DDdnOA2VmNv9HhW-9N3h225Lu9lDuEtnpAMleGpuzTURDSzHkuafEEaZRdOBFsjfjtthVlfeMTd50voskGWY5f2Ca8xq0BJHceO10cnhXpog9xRXKI39F0xQ15mfB37I8cuh0M=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90A02Eq5E8kqkIm3I0qHosAzwzNa-ev4npzvFlD-HnhmUq1uVfAxrrdbqe61B-Vayu22LPrlW554xdbpq5ndY5SGX4FSAo0SkYkdZT09zlAIdoNdJlW8lCrsDGtXPwiZgmqv29CQcQ=w300-h225-p']",5 stars,5
Husin kio,"This is one of the facilities for visitors... which we can enjoy... especially for people who are phobic about riding water vehicles...
on the left and right sides of the bridge we can install love locks...
Those who are single or single will definitely be confused if they see a young couple installing a love lock here...",Local Guide · 7 reviews · 16 photos,8 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90Ar-u2hO_tZgkt2VXevQq5NZxFgFnK6jHudC8reFwuOYvk__ZOlGsTRka7QEdI6_Q1m1fsnypbMZ4dirWk2a9cTilMELGryJRxYkscL_no7HZ5viN0Q7ZQ_X_PQghjc2C3r9d4IgQ=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90A8qkzDdxCOj--n4XgEBxdVmyN0QpNe1WGhcBji_bo8wSUptCYyeYa43fTCLdqwJxQDcRxX1mKfrrAiU0jEyP7dFq5ifML530pEUQKPxZn4u2t3RDbFh6MSjHxK77rkB4uSIJhh=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AIgysAwTzrxSSDTgzk3HYlRYbaU5ARWkf6m1grShvvkIC2OMBWOYowmThgw3w5o1l_fwV1N4BRuhbwfCsMspY7-Oj_SBuQ_QFewj6ZY4F84DnwT2QED_LHZ05kgdEVKfi-NUpE=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BcY_MztYqkzJ7LAjDt9x-xIrPlTvca6l94HZKdP6uhwZTLM0DIJX3iLP2ELLskPrpBQkUoTfQw5kHJtR-ki4YJC5c5H2A3Y9KQnm1mTv17t6S9ZPUqwm2OYsyGjwDTHljZwg006Q=w300-h225-p']",4 stars,4
Muhammad Irvan,"Alternative gathering and tourism place for residents and visitors of Tenggarong city, Kutai Kartanegara, East Kalimantan. From the top of this bridge you can also see the iconic Tenggarong crossing bridge. Around the stairs going up to the bridge, there are many traders selling various snacks and drinks. There is no charge to cross this bridge.","Local Guide · 1,556 reviews · 7,346 photos",6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90B6GzE6yg_afcvRaiUBPpL0_bKenjhNFCeG-NkYob99fbkw9RAGVGZlYvGAVwnmi7lE128_84d791w6tEJWQ_32ELvxkWGPNoNPXtcckBRZ9LqgPJcJ84juQGJXL4-LimP7VV8=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Bd3YPZcILhfQtb_G_B9jPO5a3NvXfh3JKTcl85y27NwA5-c36Sh2PIeJFTs-VEQgACFrcqrgmMw4f3XMkjZn8Fd3oJHaJhkdyUWyAFT1t8a8A5J0b_i02NItp0ytDg2DAICzva=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AYg3JOdJ8XkJfZBTzQk-a_UyJHogzbi3yVs1mbxWWS9C2NEoM3-DMLdYHhCgtsY-EaPChSuyTOeJlPC-vBhNxyxY7-kWWUI5ss_Ot26zhF0vGTMjujzVCHYq71WHdCYAAg4AhT=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CMPddxdlpv05-QBiLalgsh_ejsY78wnsdFnnT-FUbbjIiAVNz5shx3c0aAXB6SW-2bw9hGdsUJcJpThK77iWFhquDLMgk_LALQCdL-q3wv7D5e0-EbfC5_Rltr0u94W3Ps9YTX=w300-h225-p']",5 stars,5
Prasetyo Hadi,"Entrance ticket is 7 thousand, the bridge is cool but when you arrive at Kumala Island, the island is not well maintained and many of the games and roads are damaged.","Local Guide · 732 reviews · 2,707 photos",Edited 8 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90Bbh22PU3jfXfJI0lIJPkYZrKM8dzVjVWWa3sETOWt557EcQC0i_dKPznt0oZDcyKE_kOJrkszrd2cORzR8G4JlIbDPc-eO11S3YH2g54rrvDqf8DQlNMPpauUFyAwfCUCnqH4=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Dq4LOO5Cfd8xuUB6kG0tKByJZxfEuEdne4ifXK4y4Hn6TPhhCjTnTCXhdOcuSRAR_dleFY75URohNRZGwLamyveMiAKSiBtlzunkHNcXock6Ek1sISaH_8DKdXm5OA0fUVg7fOGw=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90ChMWBYOD01F3yguTV6KJltRJeYR-vRyB_yJmW0_DhxmtlvUcacQjMXeeSt9NjWPyYv_g8tfsXZYgT42IRVpo_nOwwpJVpNux9a2Hn2yc43U5CnBczLPI71DW3hqfEGjU5-TjMC=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90As6xKzaEvwDqZhm7Hv8hd2TSnRSBjFREoNb2C_UmEDxmKkZvaa_jS787eAMquciH27PL_uRNOC2KC-dA_R2YK-kF_FqouG6JexnXwZjIEkbq2bZng2bfKxzhPdJUAuR7B9-EKh1g=w300-h225-p']",3 stars,3
Khairuddin Nasri,"The bridge is one of the icons in Tenggarong city, a good photo spot with views over the river and city. It's quite safe when crossing this bridge because there is a fairly high fence, but be careful if you bring small children because there are still gaps in the fence that children can pass through and you can put a love padlock on the fence but provide a padlock from home... It's a shame that Kumala Island doesn't seem to be maintained... (maybe due to the pandemic)",Local Guide · 27 reviews · 14 photos,4 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BW8Eea-U5ZWwFwXLaIjnIZC9UZ6XmubYOZnMm_JRcCnURA3sw0p-m04SPjX4_tyOMm6l9fkRHsntZIyzB8gnQ-gZYGEcVtO8KjH50nIPvgHCk8cPNg62dl3vKXNnmRQsgLN_W7Ow=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90C2-pmIMtULSw4D-0-05PWsr2ps0XrUpP2Bw5eGMPHXoyxRJwAQmC9atuHNbLeDFFHVGjg3aQroJ6tbBhyvid1hCkup3jZPFSK5vPgzlcF5zu45z53Tc-Muwm6Qm8JRoIKg9HgXMQ=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BsCGaLmXfOmGI-fLsWpyAN9vm1wamqBdqzDZ9g6_V5rpz2yIiHBYx7nWWo83u5mgZlqLl-OpfqfBg3iFuWFu2vDabWALo6SFhNEiXJy-8wrto78GFL50aSk87wbYBbJR8Gpg2N=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BYehqz6DkBD32xpfzdANp087mmyfymtuqqJNDALZ-0Q6bmPP8DNv48OE81ZbDw8hQOkwkBvmbGt1F83ORgiFnbjRs6W2kOF6rSxmsvQi8b_Ym4tCfVcwWKDIZn7K1dCy5O-Jau8A=w300-h225-p']",4 stars,4
muh har,the bridge is really beautiful ❤️,2 reviews · 3 photos,a month ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DyORRuIiMyg4zEkzxt6nirucFGm6RzHcf-E3YuveaygvG--s9wkKVqGqI9CVW1aNXHhLIKym7kYiDZ0nSJhp1MXJVX9llnz70uPxkRXEl-C__FUjCPpbofBc5lM8zx71xS04ei=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DFFbPqLZc5FxzeAgrzopZd_aSmI0kFiwkuopMtyjqB1RjxKiRefY_keV9O9ed_y47EIqPhz0cUNNr5tOPbYqk1mdM5i4MDyxFUwZ3zfOcsatxwkS0htjy82r3QdcDWN42c3K2bVA=w300-h450-p']",5 stars,5
Irfan Yourdani,"A tourist area as well as a place for jogging... It would be great if Kumala Island had various animals, for example a giant aquarium filled with porpoises, and also a mini zoo, for example brackish water animals, orangutans, elephants and their friends, that would add to the tourist attraction.","Local Guide · 803 reviews · 3,202 photos",8 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BYz5mzuPq7C8tUMCCeoIGYnF6yONNCTdDyFG-liaMZHDr4Pwp1FXGdSck-rkuRFEA8PG2d54dywJGM7jzPIyFZ9Ja0tOYLExybYer83rc-rXyxOGhnc7xulb_eC9hyPuscNQlc=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90C3-uu9pC43upZJ1Jz-0Hv6eORPUqsY1e3--gUNL6s9nVkCjhYKvseIRkvehxTItMKcE8py7ds-7Je5nsLt_iy5zE8MKWzfAIzgn9ZJM8xKchQWzi55AUhWRiw7oqdSVQ1zeB8=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DguZJJ2L5uMlsgCmnL3-xv_CT5HznJBSAoi6niNF3zu3yKJCPVcIZucZR8PEvKL5_Z-5qmzKP2WWNSt03KmakSlAc0z-8Av6Kw2mPEywOK8FS4N3uzc2HClpVuiaCMo8HEJLiA=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BJZ9LCqg4R7sKWrT4TTqAQP-Je0613L9Jpl-ybpH7byABjG4AnqPaQANtgJtS3Hu-IBEn5fhTebsM21cilA3cCFXrshphLR8Gauby2auvD455aZaMRSmCOvkBadImnTPOOOTfq=w300-h225-p']",5 stars,5
Rikhsan Kurniatuhadi,"The bridge that connects Tenggarong City to Kumala Island has its own attraction, namely as the main access to Kumala Island tourism and is suitable for taking selfies. Apart from that, there are many padlocks on the bridge to lock visitors' secrets.","Local Guide · 181 reviews · 1,004 photos",6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90ARfLvMKp8utcfT5ldnERI4VkqWQRODGMwHe9aLet7YWsaOSb_29dTfevWeAO2al3eRYB-t0HAoiKHyQ23K0ABDS-iX7WwmUwu1-F5gvtGN2lJegQR01LDBUHP68G41WPn4qYwOFQ=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BeZs1PayX0zHNH4sW8tvfAgDWT-YqgwKHDXZ1WCD6YKIWK7NuZBG-1g5_X7DGAjnUWQnhJbRjYjrdnD46k29kdU1Juid8U2bCdgU-XEDFBXRDMCb-wybRrB268bKRuE5JJcPR1=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BHlF53wTMdfbtOWJflQIE11ZuKvblBYUrjM4YIrvsfpkwAAw4iUrq9hg4r65NW7lYw1g5xk_HpIO-nElFowqPyxDY5JpULMZaPa4U48t_-V2vuz0N9AbJDGqIUgx0L_qp40_k=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BcoEJwCSBoSRGNngyNhhz6nZU52X3StmcFfnmU6GkDkw542i3Na6eGSCxob5TTVpERiBmXijCC9bNK9UWPV25z2_inyChS5hLb_OEQYTMPzWtxtk7JoSB1QmxyCZf6UnicNZGYkw=w300-h225-p']",5 stars,5
Ros Aizam,"When I came here there was painting, it was really nice to see the view from the top but I have a phobia of heights so when I wanted to look down my knees went weak 😅🤭 …",Local Guide · 46 reviews · 89 photos,a year ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90B32ocEt77Qy7wSwaW1hoozddzIXRnBIISDYT2yFj-neAecoZ72GrK2TQTS0_ea2d84s4xdxM8b3gXGDCFR_v9_Mz6XdVgrSFyYT3j4nMBMWP5akh0Zk9s4LzvmzOT6ZGkByIyR=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CwsS31VduPi14KhncY47YETIPutMYbHNTOCS7y-sNXDJ4jWJiPQw-qHIi6e9Yg6Q6dwWeY0kSn4DMg1p19TgQydXMQt0vMAij4DkY48OKwKqqXOSYveSM29-NJd3NRLWWPFSUu=w300-h450-p']",5 stars,5
Yumna Ekayuliana,Nice... especially at night with the colorful lights.,8 reviews · 5 photos,5 months ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90B8_Am5iXlgE7XDrVnejAPK3lLKP7zIADaMAW22CAL2-gt6UrDbut-K1ZlHLaif8hWEf50QEp9MJ_P2RQ2Fgo2WaUjUUyHOFgCVGr7BPA3GCvCAjLQ5vf6ZcMROGi2r8nOxyRheuA=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90ADrT5zxVA0SEnysXTuXNFQYqCzRJcrUP5ULWDxUYUVDqElm8ZKLvPu4E-9Q058-NWwrmQ3WpUNIvjarJxiumwvhwuGW2QwjpouU-Su_6ztliaqt7xGTpDXCKltCtW59zDYdCjY=w300-h450-p']",5 stars,5
Heny Shahila,"It's really nice to see the view from the bridge... I was there 2 years ago before the pandemic and this year I'm here again because of the pandemic, this place is temporarily closed. The guard said it had been closed for 2 years..",Local Guide · 25 reviews · 28 photos,Edited 3 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90C4CzC_ojlSlhHKJ8Uptt7wNirypNgWXFlu29_cbK8OiDn45ywZmUKwiO6CdAszNf6BC9b4e_o9xqQpDO1U7WxrQKKiGQ7hXnhM4cyat9orkkMWX0VoZYjXdqhKStMSvZsLu-p9SA=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B_MyzC3DlxTdx1iylwvFU27qZk1U5xItpnj7wUht4Gg0mIQ9GTYG41gj3gqVIeuziNK6V4vqmgIeWj4g2Ka5fGiJQBa30SeJCbqyv_xYvhzewOCG5USkIrfdaoVWVEc9NlTNv6=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90A0DbjjpjkssFyTSZ6OUJ16XWVfEl7pRAQkLYSE4p9R5AD1xwjVA-5I7HLX6KkRQ3r3GFGk8wr9aKa4VIkrmR9XG_w6mkk35xTPkE6dKv58AkVe7oIWaMgg1Y-yw8er4nekf8XetA=w300-h225-p']",5 stars,5
Jerry Amnro,"The bridge connecting Kumala Island, repo-repo which means lock. This place is very Instagrammable, and very suitable for couples who want to take photos, because you can put a padlock and write your name on the lock. It's best at dusk, the view is very beautiful. If you go to Tenggarong, you must come to this place",Local Guide · 69 reviews · 100 photos,6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CR7E8rgcTAb5Qnkad-BPQN-NCGVUiLf-xQ9SZxUHzvDjSC_aH6Wzi087p7aAyFelD67p96f7dxhecjEPCANeE_1FfJkZDPQszhUE0YD2stb4EmnBBq4XkVvlgFTWUex1F9iPRf2A=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DICHj3JmpCOysvrF51jQzjwVn9U66UpspQLSdjyKNI3y9JQU49l7J1vmW-V1NKY5IzWedFHsSbY5y0wplVjjYALIwNctaczQqFaPAakISCONdl9sWxtZmvyG8app4l8CcLCm46=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BgtowW7vRT88SzT7mCJv5n8IyNFnomFcw7f4dei45alwWzKqRr8apQ56IstDo34VAeGSnsjEyqCqziNyDKDSz_SFlPoXztdXS_316GCGUyZt-e3QYpajy6D36kmRIeg2csxUov=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Bfq8uwtLF7EuJopgsWvVfZf0AGWKT1XmvZm5xZlP9yZJXTpl8nCLPBx1HeFuumJV4aK7gye7LRXVMLHJhLCryqypniS_04LXjdUBbyDWrbxjB8XgwLCSCM746amHwLrMFM3Epa=w300-h225-p']",5 stars,5
Rosa Isafa,"Good, entrance tickets are very affordable
Unfortunately it still wasn't opened this morning",Local Guide · 15 reviews · 66 photos,4 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DqNXBNn-YXyXJJukfJqTxIZbDoEjbXhC5_W6A8HNsM95d351yJB255XLO9mDdTjqZN4M0pWa0WUU25MVVVm-txS0zP35kZkbD24r-A8vKPYkKjuyy32PBTnwlCL8IFl2Kd-Kqs=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CGfyrL36zNP2L3HGpxzqRGmakwe3lLn_MCNmn91A8adHKQzJAAC98osQ60kjEoPwd3iksV-reBWHi2JEyURYWiLrv7dbfGUcnMy7I9gGEAtq0CWKpNZyTtJiP8IeTkmuV1738r=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CUCKfIrgLTGyI1CvUVk187ZkEcPR7HdRIvwzre1sZz8DzX4GmR6TBz3p-HlT_2qgvMzqpnNPZWM8KpwhIiC21f1-BkkLK3I4T8X5VHAvz7uNxKBu0GfJvlPIFnY35S9GoMspxw=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BiC6SLrfUuDZQvU_USWHr6gtVB0ynwPLeggST7bsGjp4vqebvSMkIUSRRhOL5_LKBdgJLAx3Tls_KTo2RYVE9cvs2UkS-iItABg7mbJGw0A8G-eqr5lZPmKVvU53IMQ6DE-p1VGQ=w300-h225-p']",5 stars,5
Tia Julianti,"The place is spacious. The entrance ticket is cheap. It's so spacious that I can't find anything Balinese 🤣 Never mind, I'll come here again. Rent a bike again for Rp. 30,000 until you're exhausted 😂 Not all of them are well maintained but it's okay for walking around …","Local Guide · 312 reviews · 1,887 photos",4 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90AGmOt5hGfai0bwpb5Ctad0WMwzoeomhUDSERpYZvLdMjl68ghCp4Z6_ICxl47Wm-3fmN9SxZQoyu_FNrQ4u-tbTF7hMsZQF2a1xBabjBeKzgYrFGK72wBTutRBVS0EYQx6slov=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Cbh8Ku2nhtpYdlD7SONRiZ3Jy984naG_wCr-5W1zV9mYZpjUPh53Zk9F8CF75qTNdnEth6pz2HEhOESNY_ZBKGcYk7fpF9QRVJLudKvEh047zD9RqzLpB2wiru8wIFbIyUgV2W=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90A-AkBiHYmM0ntNdYYS1_quNJywgUr1cw5IPJmYYH0pjo9PoX9rHgLmf4aTB1Fc-vtgbEKLL3eXzedpijyhRIKzNUV2JZzPsUdDm6wZV6f0ksv6ozlZMnruc9Ex5og4mliCsW3k=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AlwTzYYJkfiwYn_0umC8M1wvK_4GByfUn7OX4mVR_hVNWc3IA4hGrZfpbKayqweiDv90J5nHRhV2Aq5jU3wRv4KVcNccH9NeEWIA3Y34grkB4pMKBm0ZdqsPbvF91LvymJbHbWzQ=w300-h225-p']",4 stars,4
Istifatun Zaka,Nice place for photos hehehe. At dusk is also good. At night it's also good as a photo background because there are lights on.,Local Guide · 42 reviews · 177 photos,3 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90Bjx6QwAbKT6CI8W0j5_brmIl1DgWkZmNnJ0fYnl_40LUnYoUOaIkIolrzHTQ5rlMRCjhoMVAbWht51s6YeRBgjE6z_TJX2NfJdcYUS9nKm3hQVJ7_c9lQvxxOmhIds_JWMy4c1=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B6UVaoXjWCFFeDm7IHPSmU2ser8d4Jb8AFyghhqmDACgJqUswZfLrcVp3KASVuaaxBaHPMknkYmvRNg5Pl8Wr_XWTIVoj_5TVstKSKWwAGyUZC5oQw2NjymMH8YB0_uSSSbXZn=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90A0Ik-v5EFyBYCbfD5oaUBKnwhbszd01Fbm2Z_WhBI8ZUAzgdCma-CDTZzX47-PxOui5855xnoftPgeSQYHyH6C2X4hlNufNes5w7PMazbhJVD63HXjTEnwwGeCMF6M_SPVOn-t8A=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BRfzKPvDpijzECuxwf4jWXeAMY62qMB0JN1gMW1ijW53n53nOvLsAippgll9_xiA0oYpODK1uGirGTqLLVtGtLXIbUcrWNl8-jFVtXOhum7tDo43OmD_8WBBSs5R0aeQlChQQ=w300-h225-p']",5 stars,5
NURDIANTORO _,"The view is beautiful, the bridge crossing to Kumala Island needs a lot of maintenance and painting",Local Guide · 25 reviews · 82 photos,a year ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CfUZfuwLB_t_RPNdR9gWftTC9Ky04sdzYSuJNc6LJwZWFmk7iX1xK9CofC9e7wGVuIrZ8WbCc1mLr2wAlVhzSiPRJvxXWorRX4iMNYfOlwPDGxnicr1SbvmTS_NwECBPxcvP_C=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DUcEbITG-zTWUmtyntkkxXdlY1ZdVSmGUeCUh2r1wmrA0M_kt-cf7h8RkDBCJHwovV3qxxM03-H8TkXeaNsNg7S1ktpAbSPuztsdmtWxwrzBD6IQUEhPgtjmb-BvkmmuzszD1B=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B-xLfDyd0sakFy_xQW5ckRJiGXqJQ6ayFBiroKKOLJ-rpdCvPHrRFcm36bd2UdImYNSQbbjCZ5LnovFyJd8zpqgiPgpbeyRMKMyiu8DqYFFJX-jL7f5C0cgusUoZUNYF_njBZV=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BjI4DsB-0KW-MuCchAMb6trGDVSM4D5adEm4XHjyjOWNga7jTWKsrdyDAtMOvNJ8WHMo4ICJ4K3oXSgvsf5yXmojgEUGDAHQCvh-IQL1Y4AJS0ERkf__byP3NKESCmVI-0P6Xp2Q=w300-h225-p']",5 stars,5
