name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
As Akbar roh,Kumala Island,28 reviews · 6 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90DWVSTkN7NnPQM7vaMFeJenF5v087M89Hh-wdeTGsry_mHUiUYUSlpYVd6BIsEgOnyWrPwWqD6lYUseeE5RxY_Yp4K940e8D7owLluUqaU1hYS9vO1z8AJ0jApnKFlgpKw_19B7=w600-h450-p'],2 stars,2
Dinara dinara,Family tourist spot...,Local Guide · 23 reviews · 7 photos,5 years ago,[no_minires_images],4 stars,4
Deri Pratamaaa,[no_review],5 reviews · 6 photos,7 years ago,[no_minires_images],5 stars,5
FA HASYIM,👍👍👍👍👍👍 …,Local Guide · 12 reviews · 53 photos,6 years ago,[no_minires_images],5 stars,5
Sloter bray,Cool,14 reviews · 12 photos,6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90Abc2jbfEjPGo6o8ghfm2_99p-CA0jRnrVlq4qAfayzuGbcOU0Z6pgmb_e2V5TmOuq9cmCaV-vwUHgAFXaNmBP6Gb3jk6YqWKFcQ5Pso6xPqEh7dpRNaliTHlKUFPK1oF2PemJMaA=w600-h450-p'],5 stars,5
Nadiva Septiany,Josss,1 review · 4 photos,7 years ago,[no_minires_images],5 stars,5
mvf Adi,Excellent,1 review · 5 photos,5 years ago,[no_minires_images],5 stars,5
Aku Wae,Awesome,Local Guide · 10 reviews · 34 photos,7 years ago,[no_minires_images],2 stars,2
Rantau 20,Exciting,Local Guide · 130 reviews · 29 photos,6 years ago,[no_minires_images],5 stars,5
Tony Gunawan,Good,Local Guide · 10 reviews · 54 photos,6 years ago,[no_minires_images],5 stars,5
Yuda Pamungkas,Reasonable,2 reviews,7 years ago,[no_minires_images],4 stars,4
N0oB GaM1NG,Awesome,1 review,6 years ago,[no_minires_images],3 stars,3
Apriansyah Apriansyah,Mystical,Local Guide · 268 reviews · 205 photos,6 years ago,[no_minires_images],4 stars,4
EndangWulan_Official,Pleasant,5 reviews · 3 photos,7 years ago,[no_minires_images],4 stars,4
Helwan Syarif,"Tenggarong, East Kalimantan",Local Guide · 43 reviews · 600 photos,7 years ago,[no_minires_images],5 stars,5
RHarahap04 rm.,[no_review],Local Guide · 3 reviews · 50 photos,2 months ago,[no_minires_images],5 stars,5
Ahmad Zaini,[no_review],[no_contrib],3 years ago,[no_minires_images],5 stars,5
Fhini Alvionita,[no_review],3 reviews · 5 photos,4 years ago,[no_minires_images],5 stars,5
Muhammad Saleh,[no_review],Local Guide · 20 reviews · 66 photos,4 years ago,[no_minires_images],5 stars,5
Firdaus Barus,[no_review],Local Guide · 20 reviews · 55 photos,5 years ago,[no_minires_images],4 stars,4
Mutiara Putri,[no_review],Local Guide · 647 reviews · 882 photos,5 years ago,[no_minires_images],5 stars,5
yandy shakespeare,[no_review],1 review,5 years ago,[no_minires_images],4 stars,4
Suhandayu Novianto,[no_review],Local Guide · 6 reviews · 35 photos,5 years ago,[no_minires_images],5 stars,5
nicodemus refo,[no_review],Local Guide · 28 reviews · 836 photos,5 years ago,[no_minires_images],5 stars,5
ꌩꍏꈤꀸꀤ ᏙΘᏞᏟΘᎷ,[no_review],1 review · 3 photos,5 years ago,[no_minires_images],5 stars,5
Suhartati Spd,[no_review],2 photos,5 years ago,[no_minires_images],5 stars,5
Nur Wahyuningsih27,[no_review],[no_contrib],5 years ago,[no_minires_images],5 stars,5
Cancan,[no_review],Local Guide · 74 reviews · 443 photos,5 years ago,[no_minires_images],4 stars,4
ANGAH DAYAT OFFICIAL,[no_review],Local Guide · 5 reviews · 107 photos,5 years ago,[no_minires_images],5 stars,5
revi fahlevi,[no_review],Local Guide · 2 reviews · 3 photos,5 years ago,[no_minires_images],5 stars,5
Suci Mayrani,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Marfzii A.G,[no_review],2 reviews,5 years ago,[no_minires_images],5 stars,5
pradana satyo,[no_review],2 reviews,5 years ago,[no_minires_images],1 star,1
Jusnaidi _,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Andika Dika,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Naek P. Simanjuntak,[no_review],1 review · 1 photo,5 years ago,[no_minires_images],5 stars,5
Aura Ramadhani,[no_review],33 photos,5 years ago,[no_minires_images],5 stars,5
Ricky Fernandes,[no_review],Local Guide · 83 reviews · 228 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90CVr3lSpSCXQttnk0LgPfIMiQ-Vu6d4DvfMRKaZQVuE189zUM-Sp9iIkRnqOJcVOGbg-IyS34ndqOQPnNNQKrFsauOODsLiTN_Rv-BmdPKJKsCD_Hu5pnFN1jR8tjDxu3np3mY=w600-h450-p'],3 stars,3
Gilang Ramdhan,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
ashilah “chila” nasywa,[no_review],Local Guide · 4 reviews · 35 photos,6 years ago,[no_minires_images],4 stars,4
Rara Kiara,[no_review],[no_contrib],6 years ago,[no_minires_images],5 stars,5
Siti Masita,[no_review],4 reviews,6 years ago,[no_minires_images],5 stars,5
Jel Jelfini,[no_review],Local Guide · 8 reviews · 20 photos,6 years ago,[no_minires_images],5 stars,5
kagami kuroko,[no_review],[no_contrib],6 years ago,[no_minires_images],3 stars,3
Lita Novita,[no_review],Local Guide · 5 reviews · 22 photos,6 years ago,[no_minires_images],4 stars,4
Martin Bria,[no_review],1 photo,6 years ago,[no_minires_images],5 stars,5
MiTha LubiS,[no_review],2 reviews · 7 photos,6 years ago,[no_minires_images],4 stars,4
Ali assabah,[no_review],Local Guide · 5 reviews · 5 photos,6 years ago,[no_minires_images],5 stars,5
049_Fadhila Zahra Abadi_A20_Umum,[no_review],[no_contrib],6 years ago,[no_minires_images],5 stars,5
Lukman Nul Hakim,[no_review],Local Guide · 81 reviews · 356 photos,6 years ago,[no_minires_images],5 stars,5
Yasman ARDI,Excellent,Local Guide · 903 reviews · 441 photos,6 years ago,[no_minires_images],5 stars,5
Ahmad Zaini,[no_review],1 review · 8 photos,6 years ago,[no_minires_images],5 stars,5
Satriani Juliani,[no_review],1 photo,6 years ago,[no_minires_images],5 stars,5
Putri Handayani,[no_review],[no_contrib],6 years ago,[no_minires_images],3 stars,3
Jazim Hamidi,[no_review],Local Guide · 24 reviews · 31 photos,6 years ago,[no_minires_images],4 stars,4
Didik Khumaidi,[no_review],[no_contrib],6 years ago,[no_minires_images],1 star,1
Soegoen Goenadi,[no_review],Local Guide · 54 reviews · 80 photos,6 years ago,[no_minires_images],3 stars,3
Denis J,[no_review],Local Guide · 204 reviews · 234 photos,6 years ago,[no_minires_images],3 stars,3
Darsono Romero,[no_review],Local Guide · 20 reviews · 108 photos,6 years ago,[no_minires_images],5 stars,5
Kitaro Hime,[no_review],Local Guide · 29 reviews · 5 photos,7 years ago,[no_minires_images],5 stars,5
Napiah 93,[no_review],1 photo,7 years ago,[no_minires_images],5 stars,5
Dinda Sri Rahayu,[no_review],1 review · 4 photos,7 years ago,[no_minires_images],4 stars,4
Reynhard Reynaldo Manalu,[no_review],[no_contrib],7 years ago,[no_minires_images],5 stars,5
Irda Polina,[no_review],Local Guide · 4 reviews · 1 photo,7 years ago,[no_minires_images],2 stars,2
Farah Mumtaz Ashadi,[no_review],7 reviews · 4 photos,7 years ago,[no_minires_images],5 stars,5
Darmansyah,[no_review],Local Guide · 37 reviews · 52 photos,7 years ago,[no_minires_images],5 stars,5
Heri Arifin,[no_review],1 review · 16 photos,7 years ago,[no_minires_images],5 stars,5
Brigita Gunawan,[no_review],1 review,7 years ago,[no_minires_images],4 stars,4
Wira Sarana,[no_review],Local Guide · 56 reviews,7 years ago,[no_minires_images],5 stars,5
stecho outside,[no_review],4 reviews,7 years ago,[no_minires_images],4 stars,4
Dimas Stephen Damiyono,[no_review],2 reviews · 10 photos,7 years ago,[no_minires_images],1 star,1
ramlan dewuna,[no_review],Local Guide · 6 reviews · 34 photos,7 years ago,[no_minires_images],5 stars,5
Sarne Dianto,[no_review],5 reviews · 6 photos,7 years ago,[no_minires_images],5 stars,5
may lien,[no_review],Local Guide · 9 reviews · 112 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90Cvvjdl23UwVmGTPcWwLRr2yEEzEfDnFZQYlX8IoyCxc99hOf184ItdO0pp0Hb5YdCVKVL5CH5ma4_FF3OpPjvhDhNEAe_M50TJAsf6Ab2lQ1hFtqmCS0xEWbOsf57CZPteVTFn=w600-h450-p'],5 stars,5
Mr Landak,[no_review],Local Guide · 32 reviews · 69 photos,7 years ago,[no_minires_images],5 stars,5
Yudi Setyawan,[no_review],12 photos,7 years ago,[no_minires_images],2 stars,2
Ayyabnznsnsmammsnd Rama,[no_review],[no_contrib],7 years ago,[no_minires_images],2 stars,2
Qirana Salsabila,[no_review],Local Guide · 3 reviews · 1 photo,7 years ago,[no_minires_images],1 star,1
Risty A,[no_review],Local Guide · 31 reviews · 311 photos,7 years ago,[no_minires_images],5 stars,5
Rai Hana,[no_review],4 photos,7 years ago,[no_minires_images],5 stars,5
Muhammad Rosyid,[no_review],Local Guide · 12 reviews · 14 photos,7 years ago,[no_minires_images],5 stars,5
robiatul adhawieyah,[no_review],Local Guide · 17 reviews · 11 photos,7 years ago,[no_minires_images],5 stars,5
Afi Fudin,[no_review],2 photos,7 years ago,[no_minires_images],5 stars,5
