name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
Caezar As_man,[no_review],Local Guide · 25 reviews · 474 photos,5 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DVN3RZYrBaumm_80rZWno2AbABACiIb1CMOpTGqcw_hHZSGs0zeWwxULEGzXnNjDmanvcbTFOV_gU8siVWX1EM9n-kf-Z0NnssF_8hFvKl9Os80aGXGNxtQC71sr-NkjzDYr-i=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B1XRhkKypnyuYlE1Yx3puy1bRQC6qy9h83aIIrro8aKA8CetHkW_qxEAmDBSaRel3K383UsSKovl_5940O3mNiPpNsTw-JhmPSAv4FYvryTjG1N9oYhBM3Rq-jJhl2hT8TFAZfwQ=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90D08x7HTDf9vu906-_MHsZ4f2n6Zfc2WMCXY6gGhSzBSu_Yao4x7dVwsTOgF-SwU7BI7pQTFUVwlc1Zsu6g-PmHNGkgjjt21V_tl1kN5cCVfKRXNUHgySLAxVJNG5xfjcRy1nyf=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Ab5k9Uw5W2hhXYmuAZ0eGlZpWC4YaMt0lRyRjzwQ7H0eooU5hXBYIfrYtFsBNNGXfTPOI53isiYAe6LhaFLXRZd43ViHYMqNdjXeBU6cYnSuCpcxBwgJxcDj2Qd04W_ENXlxn9cw=w300-h225-p']",4 stars,4
ads sembako,Success Kumala English Island... :D,1 review · 1 photo,8 years ago,[no_minires_images],4 stars,4
Magfrian Syah,Suitable for holidays,Local Guide · 166 reviews · 113 photos,8 years ago,[no_minires_images],5 stars,5
Lukas Abet Nego,Lack of maintenance,Local Guide · 49 reviews · 51 photos,5 years ago,[no_minires_images],3 stars,3
Hunter Legenda,[no_review],1 review · 3 photos,5 years ago,[no_minires_images],4 stars,4
Kevin Akbar Khoiry,Don't open it,7 reviews · 1 photo,3 years ago,[no_minires_images],1 star,1
Abu Faris,Good soul,Local Guide · 314 reviews · 730 photos,7 years ago,[no_minires_images],4 stars,4
kusuma prabowo,the center of the island,"Local Guide · 653 reviews · 2,768 photos",7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90BRDBEg76BPLh2KNYUhRsDxPgzlYWk0UIL7zz0giStFsvz4mom60UPO_iyHb3deFSolfxGeXdRLCgtbbi9tCMXMe9TFXDbMv0VFvy3C9xRFmZZTvBuV4nkqmDG4n7GOOYbJBjIK=w600-h450-p'],4 stars,4
ElProf Ahmed,[no_review],3 reviews,10 months ago,[no_minires_images],5 stars,5
faisal Pubg,[no_review],1 photo,11 months ago,[no_minires_images],5 stars,5
Christin Claritha,[no_review],[no_contrib],2 years ago,[no_minires_images],5 stars,5
Tulus Eka Putra,[no_review],Local Guide · 9 reviews · 755 photos,2 years ago,[no_minires_images],3 stars,3
Sri Lesmonah,[no_review],2 photos,2 years ago,[no_minires_images],5 stars,5
Muhammad Naufal Primananda,[no_review],1 review,2 years ago,[no_minires_images],5 stars,5
Aidil Erwin,[no_review],11 photos,4 years ago,[no_minires_images],5 stars,5
Ki Jay,[no_review],[no_contrib],4 years ago,[no_minires_images],3 stars,3
Om Theo 001 (iya ini om theo),[no_review],Local Guide · 238 reviews · 681 photos,4 years ago,[no_minires_images],5 stars,5
Legiran 73,[no_review],31 photos,5 years ago,[no_minires_images],3 stars,3
dhany ADeS,[no_review],Local Guide · 2 reviews · 86 photos,5 years ago,[no_minires_images],3 stars,3
HORAS,[no_review],Local Guide · 23 reviews · 94 photos,7 years ago,[no_minires_images],5 stars,5
hmm bacot,[no_review],7 photos,7 years ago,[no_minires_images],5 stars,5
Orchid Aini,[no_review],Local Guide · 14 reviews · 49 photos,8 years ago,[no_minires_images],4 stars,4
Calista Zainal,[no_review],[no_contrib],8 years ago,[no_minires_images],1 star,1
Thosant Sant,[no_review],[no_contrib],8 years ago,[no_minires_images],5 stars,5
Heri Setiono,[no_review],61 reviews · 207 photos,8 years ago,[no_minires_images],4 stars,4
