name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
Caezar As_man,[no_review],Local Guide · 25 reviews · 425 photos,5 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdkxs9QqvKxk50RlHCNLnvjm0x6Uln6ss_PP9807C41rYaP8xmNDtAaPiSoTJTT4fE6Gf3dNjiFWaaR5XJLstWYNH2sa3VZcWN-ro9q1j9Yw7aMWbhI7BEb5eVrLRRblxCVGGeCV=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdnwXmfuMOTu1n9JNEPRdSObip90nLJwkWmayWV8uGZ97WqjaDVywngk-Cobesq_Mx8pWfHWvgk-fsVobZ6SHzHZSgOA2WvpJLuOFOXtkJNIItat4heZwuM_-xLAEPGdFEbWueAeYg=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlQ9-InTmcg383U4QjCtBbmOHxFSz6dOfZyjKhH6wJaQHv2bm1vHb6Yj6LPkE2H4e-c_oWr_amsvlN9orROhnqs_S9vQQkskHB1FLIxzEz3yTJnduI7YuoYZmRRS5NLCBEIrRzK=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlZrhKKWZ8kMnJ9hy_tGDVI5939rU5LDwajmAKe-1jpgOqytOQ_fQzTm6TiGgdrWb29A_N4HhHjvZ3dBYM-PWDvEC54A8vXsFN9gW9XjQPZKjdNDrlh8RK4n2I2X_CKitE6CpShFg=w375-h281-p']",4 stars,4
ads sembako,Kumala English Island's success... :D,1 review · 1 photo,8 years ago,[no_minires_images],4 stars,4
Magfrian Syah,Suitable for holidays,Local Guide · 167 reviews · 113 photos,7 years ago,[no_minires_images],5 stars,5
Hunter Legenda,[no_review],1 review · 3 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdn6JySUhREPKDtXa3rHCizTmFU6vIRWeog5lkQctHIbglp32EtLXKxvWk5F38wTz7SLcn_WlCRex02VMAkYnjjfHRJ02eZX-_ha4rQ7aoSHz7DfQkSekgMvYTT9TDlBzPRU8CgG=w750-h563-p'],4 stars,4
Lukas Abet Nego,Lack of maintenance,Local Guide · 51 reviews · 51 photos,4 years ago,[no_minires_images],3 stars,3
Kevin Akbar Khoiry,Don't open it,7 reviews · 1 photo,2 years ago,[no_minires_images],1 star,1
Abu Faris,Good soul,Local Guide · 317 reviews · 740 photos,6 years ago,[no_minires_images],4 stars,4
kusuma prabowo,the center of the island,"Local Guide · 610 reviews · 2,563 photos",6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdkW-1rcuT9Fbk1H8t-Gc9SN7ybuxq47ykIZRVphbpqCAQ39Oh8coXAqC6sac6qw97OfNTaZEotXoWK1jhQNUSVJ2thvbGQO3MSzts2AUBaowy5_xwnWuDq1entrrHlQDuGG9U_R=w750-h563-p'],4 stars,4
ElProf Ahmed,[no_review],2 reviews,5 months ago,[no_minires_images],5 stars,5
faisal Pubg,[no_review],1 photo,6 months ago,[no_minires_images],5 stars,5
Christin Claritha,[no_review],[no_contrib],a year ago,[no_minires_images],5 stars,5
Tulus Eka Putra,[no_review],Local Guide · 9 reviews · 687 photos,2 years ago,[no_minires_images],3 stars,3
Sri Lesmonah,[no_review],2 photos,2 years ago,[no_minires_images],5 stars,5
Muhammad Naufal Primananda,[no_review],1 review,2 years ago,[no_minires_images],5 stars,5
Aidil Erwin,[no_review],11 photos,4 years ago,[no_minires_images],5 stars,5
Ki Jay,[no_review],[no_contrib],4 years ago,[no_minires_images],3 stars,3
Legiran 73,[no_review],31 photos,5 years ago,[no_minires_images],3 stars,3
dhany ADeS,[no_review],Local Guide · 2 reviews · 86 photos,5 years ago,[no_minires_images],3 stars,3
HORAS,[no_review],Local Guide · 23 reviews · 94 photos,7 years ago,[no_minires_images],5 stars,5
Orchid Aini,[no_review],Local Guide · 14 reviews · 49 photos,7 years ago,[no_minires_images],4 stars,4
Calista Zainal,[no_review],[no_contrib],7 years ago,[no_minires_images],1 star,1
Thosant Sant,[no_review],[no_contrib],7 years ago,[no_minires_images],5 stars,5
Heri Setiono,[no_review],62 reviews · 197 photos,7 years ago,[no_minires_images],4 stars,4
