name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
FA HASYIM,👍👍👍👍👍👍 …,Local Guide · 12 reviews · 53 photos,5 years ago,[no_minires_images],5 stars,5
Apriansyah Apriansyah,Mystical,Local Guide · 269 reviews · 205 photos,6 years ago,[no_minires_images],4 stars,4
Sloter bray,Cool,14 reviews · 12 photos,6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmXR-1Ce34ijs7ain4U6eR0mE0UmWw4pOoPIYkvroo0CfQKNDR72woaqa428P9LAbmApRLF7J3V2dbh4WCiZXck-4ri9gZHh_snh3elCIISUby3IIPbEC136tA8tQO_DlaCanbUmw=w750-h563-p'],5 stars,5
Nadiva Septiany,Joss,1 review · 4 photos,6 years ago,[no_minires_images],5 stars,5
mvf Adi,Excellent,1 review · 5 photos,4 years ago,[no_minires_images],5 stars,5
Aku Wae,Awesome,Local Guide · 10 reviews · 34 photos,6 years ago,[no_minires_images],2 stars,2
Rantau 20,Exciting,Local Guide · 130 reviews · 29 photos,6 years ago,[no_minires_images],5 stars,5
Yuda Pamungkas,Reasonable,2 reviews,6 years ago,[no_minires_images],4 stars,4
N0oB GaM1NG,Awesome,1 review,6 years ago,[no_minires_images],3 stars,3
EndangWulan_Official,Pleasant,5 reviews · 3 photos,7 years ago,[no_minires_images],4 stars,4
Helwan Syarif,"Tenggarong, East Kalimantan",Local Guide · 43 reviews · 602 photos,6 years ago,[no_minires_images],5 stars,5
Ahmad Zaini,[no_review],[no_contrib],3 years ago,[no_minires_images],5 stars,5
Fhini Alvionita,[no_review],3 reviews · 5 photos,4 years ago,[no_minires_images],5 stars,5
MANTAN TACUT - Muhammad Saleh,[no_review],Local Guide · 12 reviews · 61 photos,4 years ago,[no_minires_images],5 stars,5
Firdaus Barus,[no_review],Local Guide · 20 reviews · 55 photos,4 years ago,[no_minires_images],4 stars,4
Mutiara Putri,[no_review],Local Guide · 645 reviews · 833 photos,4 years ago,[no_minires_images],5 stars,5
yandy shakespeare,[no_review],1 review,4 years ago,[no_minires_images],4 stars,4
Suhandayu Novianto,[no_review],Local Guide · 7 reviews · 36 photos,5 years ago,[no_minires_images],5 stars,5
nicodemus refo,[no_review],Local Guide · 29 reviews · 768 photos,5 years ago,[no_minires_images],5 stars,5
ꌩꍏꈤꀸꀤ ᏙΘᏞᏟΘᎷ,[no_review],1 review · 3 photos,5 years ago,[no_minires_images],5 stars,5
Suhartati Spd,[no_review],2 photos,5 years ago,[no_minires_images],5 stars,5
Nur Wahyuningsih27,[no_review],[no_contrib],5 years ago,[no_minires_images],5 stars,5
ANGAH DAYAT OFFICIAL,[no_review],Local Guide · 5 reviews · 98 photos,5 years ago,[no_minires_images],5 stars,5
revi fahlevi,[no_review],Local Guide · 2 reviews · 3 photos,5 years ago,[no_minires_images],5 stars,5
Suci Mayrani,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Marfzii A.G,[no_review],2 reviews,5 years ago,[no_minires_images],5 stars,5
pradana satyo,[no_review],2 reviews,5 years ago,[no_minires_images],1 star,1
Jusnaidi _,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Andika Dika,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Naek P. Simanjuntak,[no_review],1 review · 1 photo,5 years ago,[no_minires_images],5 stars,5
Aura Ramadhani,[no_review],33 photos,5 years ago,[no_minires_images],5 stars,5
Ricky Fernandes,[no_review],Local Guide · 82 reviews · 220 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdldezIhf2e7fm2ZA-gdSN65uflU5E5XhQrdxmV6czsqvt91zOPRpJDgNJj_BOABh1mI2DXDfh0uJX0CIxmJvJCdufqJOOALWLbHgrJburlr_g0embTd1yz5XCBSBSY1ZAnIpyE=w750-h563-p'],3 stars,3
Gilang Ramdhan,[no_review],[no_contrib],5 years ago,[no_minires_images],4 stars,4
Rara Kiara,[no_review],[no_contrib],5 years ago,[no_minires_images],5 stars,5
Siti Masita,[no_review],4 reviews,5 years ago,[no_minires_images],5 stars,5
Jel Jelfini,[no_review],Local Guide · 8 reviews · 20 photos,5 years ago,[no_minires_images],5 stars,5
kagami kuroko,[no_review],[no_contrib],5 years ago,[no_minires_images],3 stars,3
Lita Novita,[no_review],Local Guide · 4 reviews · 23 photos,6 years ago,[no_minires_images],4 stars,4
Martin Bria,[no_review],1 photo,6 years ago,[no_minires_images],5 stars,5
MiTha LubiS,[no_review],2 reviews · 7 photos,6 years ago,[no_minires_images],4 stars,4
Ali assabah,[no_review],Local Guide · 5 reviews · 5 photos,6 years ago,[no_minires_images],5 stars,5
Lukman Nul Hakim,[no_review],Local Guide · 80 reviews · 349 photos,6 years ago,[no_minires_images],5 stars,5
Yasman ARDI,Excellent,Local Guide · 903 reviews · 440 photos,6 years ago,[no_minires_images],5 stars,5
Ahmad Zaini,[no_review],1 review · 8 photos,6 years ago,[no_minires_images],5 stars,5
Satriani Juliani,[no_review],1 photo,6 years ago,[no_minires_images],5 stars,5
Putri Handayani,[no_review],[no_contrib],6 years ago,[no_minires_images],3 stars,3
Jazim Hamidi,[no_review],Local Guide · 24 reviews · 31 photos,6 years ago,[no_minires_images],4 stars,4
Soegoen Goenadi,[no_review],Local Guide · 53 reviews · 75 photos,6 years ago,[no_minires_images],3 stars,3
Denis J,[no_review],Local Guide · 205 reviews · 234 photos,6 years ago,[no_minires_images],3 stars,3
Darsono Romero,[no_review],Local Guide · 21 reviews · 110 photos,6 years ago,[no_minires_images],5 stars,5
Napiah 93,[no_review],1 photo,6 years ago,[no_minires_images],5 stars,5
Dinda Sri Rahayu,[no_review],1 review · 4 photos,6 years ago,[no_minires_images],4 stars,4
Reynhard Reynaldo Manalu,[no_review],[no_contrib],6 years ago,[no_minires_images],5 stars,5
Irda Polina,[no_review],Local Guide · 5 reviews · 2 photos,6 years ago,[no_minires_images],2 stars,2
Darmansyah,[no_review],Local Guide · 37 reviews · 52 photos,6 years ago,[no_minires_images],5 stars,5
Heri Arifin,[no_review],1 review · 16 photos,6 years ago,[no_minires_images],5 stars,5
Brigita Gunawan,[no_review],1 review,6 years ago,[no_minires_images],4 stars,4
Wira Sarana,[no_review],Local Guide · 57 reviews,6 years ago,[no_minires_images],5 stars,5
stecho outside,[no_review],4 reviews,6 years ago,[no_minires_images],4 stars,4
Dimas Stephen Damiyono,[no_review],2 reviews · 10 photos,6 years ago,[no_minires_images],1 star,1
Sarne Dianto,[no_review],5 reviews · 6 photos,6 years ago,[no_minires_images],5 stars,5
may lien,[no_review],Local Guide · 7 reviews · 112 photos,6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdkJVahfHueKXAFyUqb53eEnTCnHU7GMjj5pSg2JOLC4ETy4dML_E5Ay4ryur-0J1ORs2ENif6Au244S55kltcqXR5kR5kFmdwZmex02W0PuiT1iWDtGrANQzPOB-xjYcX6r5YEM=w750-h563-p'],5 stars,5
Mr Landak,[no_review],Local Guide · 33 reviews · 65 photos,6 years ago,[no_minires_images],5 stars,5
Yudi Setyawan,[no_review],12 photos,7 years ago,[no_minires_images],2 stars,2
Ayyabnznsnsmammsnd Rama,[no_review],[no_contrib],7 years ago,[no_minires_images],2 stars,2
Qirana Salsabila,[no_review],Local Guide · 3 reviews · 1 photo,7 years ago,[no_minires_images],1 star,1
Risty A,[no_review],Local Guide · 32 reviews · 312 photos,7 years ago,[no_minires_images],5 stars,5
Rai Hana,[no_review],4 photos,7 years ago,[no_minires_images],5 stars,5
Muhammad Rosyid,[no_review],Local Guide · 12 reviews · 14 photos,7 years ago,[no_minires_images],5 stars,5
robiatul adhawieyah,[no_review],Local Guide · 18 reviews · 11 photos,7 years ago,[no_minires_images],5 stars,5
Afi Fudin,[no_review],2 photos,7 years ago,[no_minires_images],5 stars,5
